Player,Pos,Age,Tm,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,Year,SeasonType,MPG_p
Saddiq Bey,SF,23,ATL,6,133,10.9,0.512,0.45,0.225,5.2,15.2,9.8,5.6,1.1,0.0,4.4,14.2,0.1,0.0,0.1,0.038,-0.6,-1.5,-2.1,0.0,2023,Playoffs,22.166666666666668
Sam Hauser,SF,25,BOS,15,104,9.3,0.502,0.828,0.069,5.7,12.8,9.4,5.1,0.5,1.7,0.0,13.0,0.1,0.1,0.2,0.079,-1.2,-1.0,-2.2,0.0,2023,Playoffs,6.933333333333334
Santi Aldama,PF,22,MEM,6,101,15.0,0.576,0.455,0.061,6.6,20.6,13.1,10.9,1.4,0.0,5.6,14.9,0.2,0.1,0.3,0.139,2.3,1.7,4.0,0.2,2023,Playoffs,16.833333333333332
Scottie Barnes,PF,20,TOR,4,133,16.8,0.52,0.286,0.381,5.9,29.7,16.7,19.7,1.6,0.8,9.3,18.9,0.2,0.0,0.2,0.082,0.7,1.0,1.7,0.1,2022,Playoffs,33.25
Semi Ojeleye,PF,25,BOS,13,122,1.6,0.364,0.821,0.071,1.9,8.8,5.5,1.1,1.2,0.0,3.3,10.9,-0.2,0.1,0.0,-0.006,-4.0,-0.1,-4.1,-0.1,2020,Playoffs,9.384615384615385
Serge Ibaka,C,29,TOR,24,500,15.1,0.532,0.197,0.218,7.7,23.9,15.8,7.4,1.1,4.5,10.6,21.4,0.2,1.0,1.2,0.117,-1.6,1.2,-0.4,0.2,2019,Playoffs,20.833333333333332
Serge Ibaka,C,30,TOR,11,251,25.2,0.702,0.409,0.127,7.1,29.9,18.3,9.4,0.4,6.0,9.4,22.5,0.8,0.5,1.3,0.25,5.2,2.6,7.7,0.6,2020,Playoffs,22.818181818181817
Seth Curry,SG,28,POR,16,326,8.3,0.518,0.634,0.134,1.6,6.5,4.1,5.7,1.8,1.0,7.5,12.5,0.2,0.1,0.3,0.044,-1.6,0.2,-1.4,0.1,2019,Playoffs,20.375
Seth Curry,SG,29,DAL,6,173,14.1,0.697,0.396,0.094,1.2,5.8,3.5,6.8,1.6,0.0,12.7,15.7,0.3,-0.1,0.2,0.058,0.7,-0.8,-0.1,0.1,2020,Playoffs,28.833333333333332
Seth Curry,SG,30,PHI,12,381,18.8,0.727,0.551,0.129,1.2,6.7,4.0,11.1,1.1,0.6,6.0,18.7,1.2,0.4,1.6,0.206,3.9,1.4,5.3,0.7,2021,Playoffs,31.75
Seth Curry,SG,31,BRK,4,132,16.4,0.719,0.59,0.077,2.0,8.0,4.9,14.0,0.4,2.2,6.9,15.1,0.4,-0.1,0.3,0.12,4.0,-1.0,3.0,0.2,2022,Playoffs,33.0
Seth Curry,SG,32,BRK,3,58,13.8,0.615,0.474,0.158,0.0,5.8,3.0,19.3,0.0,0.0,4.7,18.1,0.1,0.0,0.1,0.075,1.3,-0.4,0.9,0.0,2023,Playoffs,19.333333333333332
Shai Gilgeous-Alexander,PG,20,LAC,6,173,16.5,0.596,0.3,0.333,2.4,8.2,5.2,16.4,1.6,2.4,6.8,17.5,0.4,-0.1,0.3,0.09,2.1,0.8,2.9,0.2,2019,Playoffs,28.833333333333332
Shai Gilgeous-Alexander,SG,21,OKC,7,279,13.1,0.569,0.389,0.256,1.2,12.3,6.9,16.9,1.2,1.3,13.0,17.8,0.3,0.3,0.6,0.1,0.6,1.2,1.8,0.3,2020,Playoffs,39.857142857142854
Shake Milton,SG,23,PHI,4,126,13.3,0.616,0.568,0.159,0.8,10.5,5.5,16.6,0.8,0.0,11.3,18.4,0.2,0.0,0.2,0.071,1.4,-0.2,1.3,0.1,2020,Playoffs,31.5
Shake Milton,SG,24,PHI,12,121,4.4,0.485,0.404,0.319,0.0,7.9,4.1,9.8,1.2,0.7,17.0,23.0,-0.2,0.1,-0.1,-0.039,-5.9,-1.8,-7.7,-0.2,2021,Playoffs,10.083333333333334
Shake Milton,SG,25,PHI,12,158,15.4,0.641,0.395,0.526,3.3,11.1,7.4,10.9,2.0,1.8,9.7,15.4,0.4,0.2,0.5,0.153,1.5,2.3,3.7,0.2,2022,Playoffs,13.166666666666666
Shaquille Harrison,SG,27,DEN,9,40,11.6,0.846,0.25,0.75,0.0,24.4,11.3,9.6,3.7,7.1,48.4,11.2,0.0,0.1,0.0,0.009,-3.6,6.3,2.6,0.0,2021,Playoffs,4.444444444444445
Shaun Livingston,PG,33,GSW,22,322,10.1,0.517,0.027,0.333,4.0,6.9,5.5,13.0,1.5,1.2,8.5,12.7,0.4,0.1,0.5,0.075,-2.8,0.6,-2.2,0.0,2019,Playoffs,14.636363636363637
Solomon Hill,PF,28,MIA,7,42,12.4,0.667,0.667,0.0,2.8,15.9,9.6,10.8,1.2,0.0,0.0,9.7,0.1,0.0,0.1,0.147,0.2,2.3,2.5,0.0,2020,Playoffs,6.0
Solomon Hill,PF,29,ATL,14,145,1.1,0.33,0.75,0.167,2.3,11.9,7.1,2.7,0.7,0.6,3.7,8.2,-0.2,0.1,0.0,-0.006,-5.5,-0.4,-5.9,-0.1,2021,Playoffs,10.357142857142858
Spencer Dinwiddie,PG,25,BRK,5,131,12.4,0.536,0.387,0.226,2.9,7.7,5.1,10.3,0.7,0.0,10.5,23.6,0.0,-0.1,0.0,-0.001,-0.4,-2.7,-3.2,0.0,2019,Playoffs,26.2
Spencer Dinwiddie,PG,28,DAL,18,501,16.6,0.576,0.5,0.349,1.9,8.6,5.2,21.8,1.6,1.1,11.6,23.7,0.8,0.2,1.1,0.101,1.8,-0.5,1.4,0.4,2022,Playoffs,27.833333333333332
Spencer Dinwiddie,PG,29,BRK,4,159,12.8,0.544,0.353,0.431,0.7,8.5,4.7,28.7,1.7,0.6,16.5,22.5,0.0,0.1,0.1,0.018,-0.8,-0.5,-1.3,0.0,2023,Playoffs,39.75
Stephen Curry,PG,30,GSW,22,846,22.6,0.62,0.566,0.364,2.4,15.2,9.0,23.9,1.4,0.5,11.7,29.0,2.8,0.4,3.3,0.185,5.6,-0.5,5.2,1.5,2019,Playoffs,38.45454545454545
Stephen Curry,PG,33,GSW,22,764,24.4,0.606,0.52,0.293,1.7,14.9,8.4,28.3,1.9,1.1,10.3,31.8,2.4,0.9,3.2,0.203,6.7,1.1,7.7,1.9,2022,Playoffs,34.72727272727273
Stephen Curry,PG,34,GSW,13,493,20.4,0.588,0.505,0.186,1.9,12.3,7.0,27.7,1.3,1.0,11.1,31.6,0.9,0.5,1.3,0.131,6.1,0.4,6.5,1.1,2023,Playoffs,37.92307692307692
Sterling Brown,SG,23,MIL,11,162,10.6,0.525,0.553,0.289,2.6,15.5,9.3,16.2,1.8,1.7,15.7,13.4,0.1,0.3,0.4,0.113,-2.3,2.5,0.2,0.1,2019,Playoffs,14.727272727272727
Steven Adams,C,25,OKC,5,159,15.7,0.648,0.024,0.19,8.1,16.6,12.3,7.2,1.5,2.6,16.5,14.6,0.2,0.1,0.3,0.103,-0.1,1.9,1.8,0.2,2019,Playoffs,31.8
Steven Adams,C,26,OKC,7,210,16.3,0.584,0.019,0.385,17.6,22.6,20.2,7.1,0.9,1.2,20.8,15.8,0.2,0.3,0.5,0.109,0.6,-0.7,-0.1,0.1,2020,Playoffs,30.0
Steven Adams,C,28,MEM,7,114,12.8,0.464,0.0,0.524,13.1,29.4,20.8,17.6,0.4,0.9,13.4,10.7,0.2,0.2,0.3,0.128,-1.6,0.5,-1.1,0.0,2022,Playoffs,16.285714285714285
T.J. McConnell,PG,26,PHI,9,75,11.3,0.444,0.0,0.0,1.5,6.9,4.3,22.2,1.3,1.2,3.6,15.8,0.0,0.1,0.1,0.075,-2.3,-0.7,-3.0,0.0,2019,Playoffs,8.333333333333334
T.J. Warren,SF,26,IND,4,156,15.1,0.556,0.279,0.132,3.7,15.4,9.4,13.9,2.9,0.6,13.3,24.4,0.0,0.1,0.1,0.025,-0.4,0.0,-0.4,0.1,2020,Playoffs,39.0
T.J. Warren,SF,29,PHO,6,81,4.6,0.385,0.368,0.211,2.9,7.1,5.0,4.5,0.6,3.1,4.6,11.8,-0.1,0.0,-0.1,-0.044,-3.9,-0.6,-4.5,-0.1,2023,Playoffs,13.5
Taj Gibson,C,35,NYK,5,138,14.4,0.612,0.0,0.05,11.6,15.5,13.4,4.6,3.0,3.5,12.8,7.5,0.2,0.3,0.5,0.159,-1.5,3.6,2.1,0.1,2021,Playoffs,27.6
Talen Horton-Tucker,SG,20,LAL,4,48,12.9,0.496,0.208,0.208,4.5,29.5,16.5,8.6,1.1,0.0,10.3,27.1,-0.1,0.1,0.0,-0.002,-2.1,0.2,-1.9,0.0,2021,Playoffs,12.0
Taurean Prince,PF,27,MIN,5,65,10.4,0.499,0.519,0.259,1.8,11.4,6.8,15.3,1.4,1.3,11.7,22.5,0.0,0.0,0.0,0.0,-0.7,-0.3,-1.0,0.0,2022,Playoffs,13.0
Taurean Prince,PF,28,MIN,5,100,8.3,0.528,0.636,0.273,3.4,4.8,4.1,6.1,1.5,0.9,11.9,19.4,0.0,0.0,0.0,-0.02,-2.7,-1.3,-4.0,0.0,2023,Playoffs,20.0
Terance Mann,SG,24,LAC,19,378,14.1,0.619,0.356,0.269,5.3,10.6,8.0,5.5,1.4,1.3,3.3,14.8,0.8,0.2,1.0,0.133,-0.2,0.0,-0.2,0.2,2021,Playoffs,19.894736842105264
Terance Mann,SG,26,LAC,5,133,13.2,0.717,0.576,0.273,5.7,8.4,7.0,11.7,1.5,0.6,19.6,14.5,0.2,0.0,0.2,0.07,0.8,0.7,1.5,0.1,2023,Playoffs,26.6
Terence Davis,SG,22,TOR,6,84,14.0,0.67,0.655,0.241,2.5,14.4,8.3,13.2,0.6,0.0,15.8,20.0,0.1,0.1,0.2,0.14,-0.4,-0.8,-1.2,0.0,2020,Playoffs,14.0
Terence Davis,SG,25,SAC,4,58,10.2,0.575,0.85,0.1,3.4,12.7,7.9,14.4,0.8,0.0,8.7,15.6,0.1,0.0,0.1,0.114,-0.9,1.6,0.7,0.0,2023,Playoffs,14.5
Terrance Ferguson,SG,20,OKC,5,128,2.6,0.5,0.72,0.0,1.7,8.6,5.1,6.5,0.8,0.0,16.7,10.0,-0.1,0.0,0.0,-0.01,-5.3,0.5,-4.8,-0.1,2019,Playoffs,25.6
Terrance Ferguson,SF,21,OKC,4,42,-1.4,0.273,0.909,0.0,2.6,7.2,5.0,3.4,1.1,0.0,8.3,12.3,-0.1,0.0,-0.1,-0.086,-6.8,-0.2,-7.0,-0.1,2020,Playoffs,10.5
Terrence Ross,SG,27,ORL,5,146,11.2,0.537,0.648,0.315,0.7,13.7,6.7,9.0,2.1,1.3,14.0,21.7,-0.1,0.1,0.0,0.016,-0.2,1.1,0.9,0.1,2019,Playoffs,29.2
Terrence Ross,SG,28,ORL,5,135,13.9,0.584,0.469,0.219,0.7,16.8,8.4,6.7,1.4,0.8,10.2,24.7,0.0,0.1,0.1,0.046,-0.6,0.1,-0.4,0.1,2020,Playoffs,27.0
Terrence Ross,SG,31,PHO,6,69,3.8,0.407,0.815,0.0,0.0,13.3,6.8,1.9,0.7,2.4,3.6,17.8,-0.1,0.0,-0.1,-0.082,-4.3,-2.5,-6.8,-0.1,2023,Playoffs,11.5
Terry Rozier,PG,24,BOS,9,162,8.7,0.439,0.576,0.271,2.6,21.1,12.3,16.8,1.2,1.2,13.2,20.6,-0.2,0.3,0.1,0.016,-2.6,1.2,-1.5,0.0,2019,Playoffs,18.0
Thabo Sefolosha,SF,34,UTA,4,42,-4.7,0.179,0.571,0.0,2.4,18.2,10.0,7.1,0.0,0.0,6.7,15.2,-0.2,0.0,-0.2,-0.186,-8.8,-2.3,-11.1,-0.1,2019,Playoffs,10.5
Thaddeus Young,PF,30,IND,4,130,16.4,0.466,0.19,0.167,6.9,17.6,11.7,20.6,4.3,2.2,10.0,17.7,0.0,0.3,0.3,0.117,0.1,4.2,4.3,0.2,2019,Playoffs,32.5
Thaddeus Young,PF,33,TOR,6,87,14.3,0.506,0.389,0.222,9.0,17.2,12.7,16.9,3.0,1.3,13.2,12.1,0.1,0.0,0.1,0.067,-0.6,2.3,1.7,0.1,2022,Playoffs,14.5
Thanasis Antetokounmpo,SF,28,MIL,13,45,10.0,0.467,0.0,0.857,7.0,17.0,11.9,8.1,5.5,4.1,23.7,12.0,0.0,0.1,0.1,0.116,-7.5,6.4,-1.1,0.0,2021,Playoffs,3.4615384615384617
Thon Maker,PF,21,DET,4,69,3.5,0.367,0.462,0.346,5.1,8.4,6.6,8.5,0.0,5.3,9.1,20.0,-0.2,0.0,-0.2,-0.131,-7.8,-1.6,-9.4,-0.1,2019,Playoffs,17.25
Tim Frazier,PG,28,MIL,11,40,22.9,0.756,0.462,0.154,0.0,21.8,11.3,40.5,1.2,0.0,17.8,18.1,0.2,0.1,0.2,0.287,2.5,4.1,6.6,0.1,2019,Playoffs,3.6363636363636362
Tim Hardaway Jr.,SG,27,DAL,6,204,12.5,0.536,0.568,0.116,1.6,9.8,5.6,8.1,0.5,0.0,2.9,21.7,0.2,-0.1,0.0,0.007,0.8,-2.7,-1.8,0.0,2020,Playoffs,34.0
Tim Hardaway Jr.,SG,28,DAL,7,262,11.1,0.551,0.564,0.158,2.1,8.4,5.1,5.8,0.6,0.0,5.3,19.7,0.2,-0.1,0.2,0.028,0.3,-2.3,-1.9,0.0,2021,Playoffs,37.42857142857143
Timothé Luwawu-Cabarrot,SF,24,BRK,4,131,6.5,0.498,0.661,0.203,0.7,11.6,5.8,7.6,1.1,0.0,11.1,22.7,-0.2,-0.1,-0.3,-0.093,-2.4,-2.2,-4.6,-0.1,2020,Playoffs,32.75
Tobias Harris,PF,26,PHI,12,443,14.5,0.521,0.377,0.156,3.1,22.5,13.3,16.4,1.4,1.2,9.6,18.8,0.4,0.7,1.1,0.118,1.2,1.3,2.5,0.5,2019,Playoffs,36.916666666666664
Tobias Harris,PF,27,PHI,4,149,14.7,0.461,0.25,0.317,9.9,17.8,13.7,19.9,0.7,0.6,6.8,21.5,0.1,0.0,0.1,0.043,1.5,-1.0,0.5,0.1,2020,Playoffs,37.25
Tobias Harris,PF,28,PHI,12,438,17.8,0.561,0.2,0.186,2.6,22.3,12.8,14.9,1.3,0.9,7.2,24.6,0.5,0.7,1.2,0.135,1.6,0.7,2.3,0.5,2021,Playoffs,36.5
Tobias Harris,PF,29,PHI,12,466,16.2,0.591,0.352,0.136,2.8,20.4,12.0,13.0,1.5,2.0,9.5,19.1,0.7,0.5,1.2,0.122,1.6,1.4,3.0,0.6,2022,Playoffs,38.833333333333336
Tobias Harris,SF,30,PHI,11,392,16.1,0.597,0.306,0.112,4.9,19.2,11.9,7.9,0.9,1.7,5.4,17.5,0.7,0.4,1.1,0.131,1.0,0.3,1.4,0.3,2023,Playoffs,35.63636363636363
Tony Bradley,C,22,UTA,6,48,12.8,0.373,0.0,0.778,24.9,31.1,28.1,2.7,2.2,4.0,24.9,15.7,0.0,0.1,0.0,0.031,-3.7,-3.3,-7.0,-0.1,2020,Playoffs,8.0
Tony Snell,SG,29,ATL,9,66,-5.7,0.156,0.688,0.0,0.0,8.2,4.1,3.9,1.5,1.3,20.0,13.4,-0.3,0.1,-0.3,-0.2,-9.4,-2.3,-11.7,-0.2,2021,Playoffs,7.333333333333333
Torrey Craig,SF,28,DEN,14,330,12.2,0.605,0.522,0.232,6.6,16.5,11.5,5.1,1.1,1.2,7.3,11.1,0.6,0.2,0.8,0.114,-0.9,0.9,0.0,0.2,2019,Playoffs,23.571428571428573
Torrey Craig,SF,29,DEN,19,375,7.4,0.514,0.538,0.167,4.2,15.4,9.8,4.8,1.0,1.8,9.7,11.3,0.1,0.2,0.3,0.033,-3.0,-0.2,-3.2,-0.1,2020,Playoffs,19.736842105263158
Torrey Craig,SF,30,PHO,22,266,10.0,0.539,0.493,0.173,8.4,17.4,13.2,4.6,0.2,2.8,11.0,15.6,0.1,0.4,0.4,0.081,-1.8,-0.8,-2.6,0.0,2021,Playoffs,12.090909090909092
Torrey Craig,SF,31,PHO,9,69,10.7,0.437,0.455,0.091,8.9,16.7,12.9,9.8,3.0,2.8,14.9,17.9,-0.1,0.1,0.0,0.0,-1.2,1.4,0.3,0.0,2022,Playoffs,7.666666666666667
Torrey Craig,PF,32,PHO,11,183,14.1,0.725,0.556,0.2,4.6,11.2,8.0,4.3,1.3,0.9,5.8,12.5,0.5,0.0,0.5,0.131,1.0,0.9,1.8,0.2,2023,Playoffs,16.636363636363637
Trae Young,PG,22,ATL,16,603,21.2,0.551,0.401,0.373,1.3,6.8,4.1,44.8,1.6,0.0,13.3,35.4,0.8,0.6,1.4,0.114,6.8,-0.5,6.3,1.3,2021,Playoffs,37.6875
Trae Young,PG,23,ATL,5,186,5.3,0.461,0.551,0.478,3.2,13.2,8.1,27.0,0.8,0.0,27.1,28.3,-0.6,0.1,-0.5,-0.139,-4.0,-4.1,-8.1,-0.3,2022,Playoffs,37.2
Trae Young,PG,24,ATL,6,230,21.1,0.521,0.362,0.289,2.2,8.8,5.2,40.4,2.1,1.6,12.5,34.3,0.3,0.0,0.3,0.066,4.7,-1.1,3.6,0.3,2023,Playoffs,38.333333333333336
Treveon Graham,SG,25,BRK,5,79,0.6,0.277,0.7,0.6,3.6,11.3,7.2,4.9,1.2,0.9,19.2,8.0,-0.1,0.0,-0.1,-0.083,-7.3,-0.4,-7.7,-0.1,2019,Playoffs,15.8
Trevor Ariza,SF,35,MIA,4,96,4.0,0.413,0.739,0.0,1.9,22.2,11.7,3.2,1.5,1.0,11.5,11.9,-0.2,0.1,-0.1,-0.031,-5.7,1.0,-4.7,-0.1,2021,Playoffs,24.0
Trey Burke,PG,27,DAL,6,156,15.6,0.584,0.288,0.169,1.4,12.0,6.6,11.5,2.4,1.1,8.6,19.1,0.2,0.0,0.2,0.05,-0.6,0.8,0.2,0.1,2020,Playoffs,26.0
Trey Burke,PG,29,DAL,10,37,29.6,0.649,0.455,0.273,0.0,9.7,4.8,23.6,1.4,0.0,3.9,32.8,0.2,0.0,0.2,0.246,7.3,1.8,9.0,0.1,2022,Playoffs,3.7
Trey Lyles,PF,27,SAC,7,118,12.6,0.545,0.675,0.125,7.6,27.6,17.3,6.0,0.8,0.0,6.6,15.2,0.1,0.1,0.3,0.114,0.4,-0.1,0.3,0.1,2023,Playoffs,16.857142857142858
Trey Murphy III,SF,21,NOP,6,120,10.2,0.64,0.864,0.227,2.8,12.6,7.4,3.4,1.3,0.7,4.0,9.0,0.2,0.0,0.2,0.09,0.5,0.1,0.5,0.1,2022,Playoffs,20.0
Tristan Thompson,PF,29,BOS,5,132,22.6,0.627,0.0,0.5,24.1,18.6,21.5,5.8,1.5,4.3,10.8,14.9,0.4,0.0,0.4,0.14,2.3,-0.9,1.4,0.1,2021,Playoffs,26.4
Tristan Thompson,PF,30,CHI,5,38,-0.6,0.4,0.0,0.0,4.9,17.2,10.5,7.5,1.3,0.0,50.0,11.5,-0.1,0.0,-0.1,-0.115,-9.8,-0.1,-9.9,-0.1,2022,Playoffs,7.6
Troy Brown Jr.,SF,22,CHI,3,37,3.6,0.353,0.647,0.0,2.5,20.6,10.8,13.0,2.6,0.0,15.0,23.7,-0.2,0.1,-0.1,-0.157,-6.2,-0.8,-7.0,0.0,2022,Playoffs,12.333333333333334
Troy Brown Jr.,SF,23,LAL,12,124,7.8,0.393,0.536,0.0,3.6,16.2,10.3,11.5,0.8,0.7,0.0,9.9,0.0,0.1,0.1,0.05,-2.5,1.1,-1.4,0.0,2023,Playoffs,10.333333333333334
Tyler Herro,SG,20,MIA,21,706,12.9,0.557,0.462,0.195,1.2,15.8,8.7,17.9,0.6,0.3,12.3,22.0,0.3,0.5,0.8,0.053,0.6,-0.8,-0.2,0.3,2020,Playoffs,33.61904761904762
Tyler Herro,SG,21,MIA,4,93,7.9,0.45,0.5,0.184,1.0,13.1,6.8,12.8,0.5,1.0,6.8,20.8,-0.1,0.0,-0.1,-0.05,-0.8,-1.3,-2.2,0.0,2021,Playoffs,23.25
Tyler Herro,SG,22,MIA,15,381,12.6,0.49,0.387,0.149,2.1,16.3,9.0,18.5,1.2,1.7,12.3,25.7,-0.3,0.5,0.2,0.03,-0.5,-0.5,-1.0,0.1,2022,Playoffs,25.4
Tyler Johnson,SG,27,BRK,4,93,13.1,0.587,0.609,0.043,0.0,8.2,3.8,18.3,0.0,1.0,6.0,22.1,0.1,-0.1,0.0,0.006,1.9,-1.5,0.3,0.1,2020,Playoffs,23.25
Tyler Johnson,SG,28,BRK,8,69,6.6,0.475,0.647,0.118,3.3,6.1,4.8,9.6,1.4,0.0,5.3,12.4,0.0,0.1,0.1,0.067,-2.9,-1.0,-3.9,0.0,2021,Playoffs,8.625
Tyreke Evans,SG,29,IND,4,84,17.0,0.563,0.417,0.292,0.0,24.4,11.0,8.0,1.2,1.1,10.0,32.9,-0.1,0.1,0.1,0.045,2.4,1.1,3.5,0.1,2019,Playoffs,21.0
Tyrese Maxey,SG,20,PHI,12,156,12.7,0.502,0.182,0.333,0.7,14.3,7.7,14.7,0.9,3.1,6.2,22.3,0.0,0.2,0.2,0.074,-2.0,0.8,-1.2,0.0,2021,Playoffs,13.0
Tyrese Maxey,PG,21,PHI,12,485,16.9,0.61,0.379,0.275,1.6,8.7,5.3,17.0,1.0,0.4,9.3,21.8,1.1,0.2,1.3,0.132,2.4,-0.3,2.1,0.5,2022,Playoffs,40.416666666666664
Tyrese Maxey,SG,22,PHI,11,423,16.8,0.55,0.443,0.161,2.4,12.4,7.3,10.5,1.9,1.3,3.7,23.4,0.6,0.4,1.0,0.117,1.9,0.4,2.2,0.5,2023,Playoffs,38.45454545454545
Tyus Jones,PG,24,MEM,5,47,10.4,0.419,0.235,0.118,2.2,15.4,8.2,16.1,1.0,0.0,0.0,16.0,0.0,0.0,0.0,-0.011,-2.1,-1.0,-3.2,0.0,2021,Playoffs,9.4
Tyus Jones,PG,25,MEM,12,262,16.2,0.521,0.455,0.152,1.5,14.9,7.8,30.3,2.5,0.7,11.0,18.5,0.4,0.4,0.7,0.134,1.1,1.9,3.0,0.3,2022,Playoffs,21.833333333333332
Tyus Jones,PG,26,MEM,6,120,7.9,0.362,0.528,0.083,2.4,13.7,7.6,26.4,3.2,0.0,17.7,15.8,-0.2,0.2,0.0,-0.013,-4.5,2.2,-2.3,0.0,2023,Playoffs,20.0
Victor Oladipo,SG,27,IND,4,123,12.8,0.563,0.589,0.286,0.0,12.7,6.2,14.0,3.6,0.0,18.2,28.8,-0.2,0.1,-0.1,-0.029,-1.4,0.7,-0.7,0.0,2020,Playoffs,30.75
Victor Oladipo,SG,29,MIA,15,368,11.5,0.499,0.456,0.39,1.2,15.6,8.2,12.8,2.6,1.2,13.6,22.3,-0.2,0.6,0.4,0.051,-1.6,1.3,-0.3,0.2,2022,Playoffs,24.533333333333335
Victor Oladipo,SG,30,MIA,2,45,14.7,0.566,0.263,0.158,2.5,15.5,8.9,7.4,2.3,2.2,9.0,22.3,0.0,0.1,0.1,0.065,-4.4,-0.9,-5.3,0.0,2023,Playoffs,22.5
Wayne Ellington,SG,31,DET,4,131,5.7,0.432,0.629,0.057,2.0,10.7,5.8,5.5,1.1,0.0,5.3,12.1,-0.1,-0.1,-0.2,-0.061,-3.5,-2.2,-5.7,-0.1,2019,Playoffs,32.75
Wenyen Gabriel,PF,22,POR,4,53,13.8,0.661,0.333,0.133,13.8,6.0,9.9,12.3,1.8,3.4,23.9,16.4,0.1,0.0,0.1,0.093,-1.6,2.0,0.4,0.0,2020,Playoffs,13.25
Wenyen Gabriel,C,25,LAL,10,37,12.0,0.442,0.0,0.3,24.4,2.7,12.9,0.0,2.6,7.3,15.0,15.8,0.0,0.1,0.1,0.077,-6.2,-0.3,-6.4,0.0,2023,Playoffs,3.7
Wes Iwundu,SF,24,ORL,5,60,13.0,0.546,0.5,0.5,0.0,13.7,6.4,11.7,2.5,0.0,8.3,17.7,0.1,0.1,0.1,0.09,-0.1,2.6,2.6,0.1,2019,Playoffs,12.0
Wes Iwundu,SF,25,ORL,5,76,6.6,0.446,0.35,0.4,1.3,14.2,7.4,7.6,1.8,2.7,11.3,14.9,-0.1,0.1,0.0,-0.006,-2.9,0.7,-2.1,0.0,2020,Playoffs,15.2
Wesley Matthews,SG,32,IND,4,119,3.6,0.447,0.7,0.1,0.0,10.1,4.6,10.8,1.3,0.8,20.3,15.2,-0.3,0.2,-0.1,-0.04,-4.7,0.0,-4.7,-0.1,2019,Playoffs,29.75
Wesley Matthews,SG,33,MIL,10,246,9.1,0.586,0.754,0.175,2.6,5.3,3.9,5.0,1.8,1.8,10.2,12.0,0.1,0.3,0.4,0.084,-1.6,1.7,0.2,0.1,2020,Playoffs,24.6
Wesley Matthews,SG,34,LAL,6,110,6.2,0.463,0.758,0.182,4.9,5.4,5.1,2.9,0.9,0.0,0.0,14.5,0.0,0.1,0.1,0.051,-3.4,0.4,-3.0,0.0,2021,Playoffs,18.333333333333332
Wesley Matthews,SG,35,MIL,12,345,7.3,0.544,0.703,0.141,2.8,8.0,5.5,5.6,1.3,0.9,8.1,9.3,0.2,0.6,0.8,0.105,-2.1,1.8,-0.3,0.1,2022,Playoffs,28.75
Wesley Matthews,SF,36,MIL,2,41,11.3,0.667,0.778,0.0,2.6,5.7,4.1,3.0,2.3,2.1,0.0,9.2,0.1,0.0,0.1,0.106,1.6,3.2,4.8,0.1,2023,Playoffs,20.5
Will Barton,SF,28,DEN,14,328,10.4,0.434,0.407,0.193,4.7,16.9,10.7,11.0,0.6,2.2,8.2,21.6,-0.2,0.2,0.0,-0.002,-1.9,-1.2,-3.1,-0.1,2019,Playoffs,23.428571428571427
Will Barton,SF,30,DEN,3,83,15.7,0.547,0.488,0.093,1.3,17.7,8.8,15.3,1.2,1.1,8.2,25.6,0.0,0.0,0.1,0.03,1.9,0.4,2.3,0.1,2021,Playoffs,27.666666666666668
Will Barton,SG,31,DEN,5,172,9.9,0.503,0.424,0.091,3.5,17.1,10.1,12.3,1.2,0.6,12.7,19.9,0.0,-0.1,-0.1,-0.027,-0.5,-2.3,-2.8,0.0,2022,Playoffs,34.4
Willie Cauley-Stein,C,27,DAL,6,63,14.0,0.727,0.0,0.333,5.3,25.3,14.8,6.6,1.7,6.9,22.5,9.6,0.1,0.1,0.1,0.107,-2.5,3.4,0.8,0.0,2021,Playoffs,10.5
Wilson Chandler,SF,31,LAC,4,52,2.6,0.422,0.625,0.25,0.0,13.7,6.4,5.2,1.8,0.0,14.5,16.4,-0.1,0.0,-0.1,-0.116,-7.0,-1.4,-8.4,-0.1,2019,Playoffs,13.0
Xavier Tillman Sr.,PF,23,MEM,9,139,12.1,0.724,0.08,0.24,9.3,13.7,11.4,6.2,2.0,0.7,26.6,11.1,0.1,0.2,0.3,0.104,-1.9,1.6,-0.3,0.1,2022,Playoffs,15.444444444444445
Xavier Tillman Sr.,C,24,MEM,6,183,14.2,0.551,0.089,0.111,8.8,18.5,13.3,15.9,1.1,1.9,7.8,11.7,0.3,0.2,0.5,0.138,0.1,3.1,3.2,0.2,2023,Playoffs,30.5
Zach Collins,C,21,POR,16,275,14.4,0.592,0.259,0.309,6.2,15.8,11.0,7.9,1.3,6.7,17.9,17.7,0.2,0.3,0.5,0.091,-2.0,2.7,0.7,0.2,2019,Playoffs,17.1875
Zach LaVine,SG,26,CHI,4,153,13.8,0.553,0.381,0.238,0.0,15.0,6.9,27.0,0.9,0.6,14.7,23.4,0.0,0.2,0.1,0.045,1.3,0.6,1.8,0.1,2022,Playoffs,38.25
